Project ID,Project Name,Task Name,Task ID,Start Date,Finish Date,Status,Owner
P011,E-Commerce Platform,Sprint Planning,c19eb800,4/16/2025,4/20/2025,Completed,Lori Cox
P011,E-Commerce Platform,Infrastructure Provisioning,d34e4645,4/18/2025,4/19/2025,Completed,Angela Murphy
P011,E-Commerce Platform,Bug Fixing,65fa6395,4/20/2025,4/26/2025,Completed,Jennifer Parker
P011,E-Commerce Platform,Performance Testing,83767a5e,4/19/2025,4/20/2025,Completed,Andrea Simmons MD
P011,E-Commerce Platform,Stakeholder Feedback,876210d3,4/23/2025,4/26/2025,Completed,Shawna Thompson
P011,E-Commerce Platform,Infrastructure Provisioning,3cdf4fd9,4/23/2025,4/26/2025,Delayed,Angela Murphy
P011,E-Commerce Platform,Quality Assurance,193e8f13,4/26/2025,5/2/2025,In Progress,Jennifer Parker
P011,E-Commerce Platform,Code Review,7ecf75b5,4/29/2025,5/5/2025,In Progress,Travis Hays
P011,E-Commerce Platform,Security Audit,67bc9cdf,4/29/2025,5/5/2025,Not Started,Ashley Shields
P011,E-Commerce Platform,Bug Fixing,727796e1,5/1/2025,5/5/2025,Not Started,Jennifer Parker
P011,E-Commerce Platform,Quality Assurance,acdc5924,5/3/2025,5/9/2025,Delayed,Travis Hays
P011,E-Commerce Platform,Stakeholder Feedback,a428ed3b,5/6/2025,5/12/2025,Completed,Shawna Thompson
P011,E-Commerce Platform,Integration Testing,584a0bdf,5/8/2025,5/9/2025,Not Started,John Campbell
P011,E-Commerce Platform,Accessibility Compliance,5cbd00dd,5/9/2025,5/10/2025,In Progress,John Campbell
P011,E-Commerce Platform,Finalize Design,eaea4cb1,5/11/2025,5/17/2025,Not Started,Ashley Shields
P011,E-Commerce Platform,Code Review,5bbcf024,5/14/2025,5/18/2025,In Progress,Ashley Shields
P011,E-Commerce Platform,Deployment,d6fd9df6,5/16/2025,5/19/2025,Completed,Angela Murphy
P012,DevOps Pipeline Setup,Stakeholder Feedback,d9446299,10/19/2024,10/21/2024,Delayed,Ashley Shields
P012,DevOps Pipeline Setup,Go-Live,25bb607e,10/22/2024,10/24/2024,Delayed,Lori Cox
P012,DevOps Pipeline Setup,Backend Development,bac47435,10/24/2024,10/25/2024,In Progress,Jennifer Parker
P012,DevOps Pipeline Setup,Infrastructure Provisioning,87ed1165,10/26/2024,10/28/2024,Not Started,Angela Murphy
P012,DevOps Pipeline Setup,Documentation,0d7bd485,10/27/2024,10/28/2024,Not Started,Ashley Shields
P012,DevOps Pipeline Setup,Performance Testing,fcfe1825,10/27/2024,11/1/2024,Completed,Angela Murphy
P012,DevOps Pipeline Setup,Quality Assurance,66824eeb,10/29/2024,11/2/2024,In Progress,Elizabeth Lopez
P012,DevOps Pipeline Setup,Submit for Approval,95f7acfc,10/31/2024,11/6/2024,Delayed,Shawna Thompson
P012,DevOps Pipeline Setup,Performance Testing,48373075,11/3/2024,11/9/2024,Completed,Andrea Simmons MD
P012,DevOps Pipeline Setup,Database Setup,6fef243b,11/4/2024,11/9/2024,Delayed,Angela Murphy
P012,DevOps Pipeline Setup,Submit for Approval,e009714e,11/9/2024,11/13/2024,Not Started,Jennifer Parker
P012,DevOps Pipeline Setup,Go-Live,903f7aba,11/9/2024,11/10/2024,Delayed,Angela Murphy
P012,DevOps Pipeline Setup,Deployment,19adffa0,11/10/2024,11/15/2024,Completed,Travis Hays
P013,AI Integration,Infrastructure Provisioning,8084e28e,8/8/2024,8/9/2024,Not Started,Travis Hays
P013,AI Integration,Stakeholder Feedback,0f0cf438,8/7/2024,8/10/2024,Not Started,Andrea Simmons MD
P013,AI Integration,Go-Live,9f5e6de2,8/9/2024,8/11/2024,Delayed,Jennifer Parker
P013,AI Integration,User Testing,6251da13,8/12/2024,8/18/2024,In Progress,Ashley Shields
P013,AI Integration,Security Audit,9440863d,8/13/2024,8/19/2024,In Progress,Angela Murphy
P013,AI Integration,Post-Launch Support,ce0030b1,8/15/2024,8/19/2024,Not Started,Kelly Chase
P013,AI Integration,User Testing,4bfb8147,8/18/2024,8/19/2024,In Progress,Elizabeth Lopez
P013,AI Integration,Bug Fixing,a6d7550d,8/21/2024,8/28/2024,Not Started,Angela Murphy
P013,AI Integration,Performance Testing,b135b898,8/22/2024,8/29/2024,Not Started,Ashley Shields
P013,AI Integration,Sprint Planning,a63eae8c,8/23/2024,8/27/2024,In Progress,Ashley Shields
P013,AI Integration,Quality Assurance,ab9c82e6,8/26/2024,8/30/2024,Completed,Andrea Simmons MD
P013,AI Integration,Develop Draft Design,91803e57,8/29/2024,8/30/2024,In Progress,Travis Hays
P013,AI Integration,Database Setup,39b8c301,8/30/2024,9/6/2024,Not Started,John Campbell
P013,AI Integration,Quality Assurance,1c11c06c,9/1/2024,9/4/2024,Not Started,Ashley Shields
P013,AI Integration,UAT Sign-off,ef26fd2b,9/4/2024,9/6/2024,Delayed,Lori Cox
P013,AI Integration,Documentation,3e4114b8,9/6/2024,9/11/2024,In Progress,Angela Murphy
P013,AI Integration,Stakeholder Feedback,bd9bc5ef,9/7/2024,9/12/2024,Not Started,Lori Cox
P013,AI Integration,User Testing,af02d651,9/8/2024,9/15/2024,Delayed,Lori Cox
P013,AI Integration,Stakeholder Feedback,ef0bc00b,9/10/2024,9/14/2024,Not Started,Elizabeth Lopez
P013,AI Integration,Launch Preparation,51e191e0,9/12/2024,9/14/2024,Not Started,John Campbell
P013,AI Integration,Client Review,8a2d98c5,9/16/2024,9/20/2024,Delayed,Lori Cox
P013,AI Integration,Quality Assurance,18f885da,9/17/2024,9/19/2024,Completed,Jennifer Parker
P013,AI Integration,UAT Sign-off,269674cc,9/21/2024,9/25/2024,In Progress,Lori Cox
P013,AI Integration,Integration Testing,509dce0f,9/20/2024,9/25/2024,In Progress,Angela Murphy
P013,AI Integration,Code Review,be7f57c1,9/22/2024,9/28/2024,Completed,Travis Hays
P013,AI Integration,Submit for Approval,9d8b9cf1,9/27/2024,9/28/2024,In Progress,Kelly Chase
P013,AI Integration,Security Audit,49c91d2c,9/26/2024,10/1/2024,Not Started,John Campbell
P013,AI Integration,Frontend Development,10d4fdca,9/30/2024,10/7/2024,In Progress,Angela Murphy
P013,AI Integration,Deployment,0f8dc8fb,10/1/2024,10/4/2024,Not Started,Kelly Chase
P014,Chatbot Development,Performance Testing,12b43f10,6/19/2024,6/23/2024,Not Started,Ashley Shields
P014,Chatbot Development,UAT Sign-off,a2769667,6/22/2024,6/28/2024,Delayed,John Campbell
P014,Chatbot Development,Post-Launch Support,c651d21f,6/25/2024,6/29/2024,In Progress,Travis Hays
P014,Chatbot Development,Bug Fixing,027305ac,6/26/2024,7/3/2024,Not Started,Travis Hays
P014,Chatbot Development,Quality Assurance,8685519c,6/28/2024,6/29/2024,In Progress,Andrea Simmons MD
P014,Chatbot Development,Sprint Planning,9175a09c,6/30/2024,7/4/2024,In Progress,Ashley Shields
P014,Chatbot Development,Submit for Approval,044e1a63,7/4/2024,7/9/2024,Delayed,Elizabeth Lopez
P014,Chatbot Development,Sprint Planning,6e7644f7,7/6/2024,7/8/2024,In Progress,John Campbell
P014,Chatbot Development,Frontend Development,779ac987,7/8/2024,7/10/2024,Delayed,Travis Hays
P014,Chatbot Development,Infrastructure Provisioning,1c45eafd,7/8/2024,7/12/2024,In Progress,Travis Hays
P014,Chatbot Development,API Integration,985e29b9,7/11/2024,7/13/2024,Completed,Lori Cox
P014,Chatbot Development,Launch Preparation,dd3087f4,7/11/2024,7/17/2024,Not Started,Shawna Thompson
P014,Chatbot Development,Submit for Approval,1f25ddbf,7/14/2024,7/15/2024,Delayed,Angela Murphy
P014,Chatbot Development,Launch Preparation,67894674,7/18/2024,7/20/2024,Completed,Kelly Chase
P014,Chatbot Development,Go-Live,caedb8af,7/19/2024,7/24/2024,In Progress,John Campbell
P014,Chatbot Development,Quality Assurance,ac7559e8,7/20/2024,7/25/2024,In Progress,Ashley Shields
P014,Chatbot Development,Deployment,a537fe6d,7/24/2024,7/31/2024,Delayed,Kelly Chase
P015,Data Analytics Dashboard,Bug Fixing,ac242c2e,5/1/2024,5/7/2024,Completed,Jennifer Parker
P015,Data Analytics Dashboard,Bug Fixing,afad647d,4/30/2024,5/3/2024,Delayed,Shawna Thompson
P015,Data Analytics Dashboard,Develop Draft Design,e2efc0d9,5/3/2024,5/10/2024,Not Started,John Campbell
P015,Data Analytics Dashboard,Infrastructure Provisioning,e7d37c11,5/6/2024,5/12/2024,Not Started,Jennifer Parker
P015,Data Analytics Dashboard,Accessibility Compliance,de6702e8,5/8/2024,5/9/2024,Not Started,Andrea Simmons MD
P015,Data Analytics Dashboard,Backend Development,cb8c9e4f,5/10/2024,5/14/2024,Not Started,Travis Hays
P015,Data Analytics Dashboard,Infrastructure Provisioning,ff851b3f,5/12/2024,5/14/2024,Not Started,Jennifer Parker
P015,Data Analytics Dashboard,Finalize Design,24300daf,5/13/2024,5/15/2024,Completed,Kelly Chase
P015,Data Analytics Dashboard,Go-Live,1af3df6f,5/14/2024,5/20/2024,Delayed,John Campbell
P015,Data Analytics Dashboard,Go-Live,c4c9cf9e,5/17/2024,5/24/2024,In Progress,Travis Hays
P015,Data Analytics Dashboard,Documentation,35fe7215,5/20/2024,5/23/2024,Delayed,Shawna Thompson
P015,Data Analytics Dashboard,Documentation,ecb7814a,5/20/2024,5/21/2024,Completed,Travis Hays
P015,Data Analytics Dashboard,Infrastructure Provisioning,883df0ca,5/25/2024,5/29/2024,Not Started,Angela Murphy
P015,Data Analytics Dashboard,Submit for Approval,08ab7d9c,5/26/2024,5/30/2024,Completed,Ashley Shields
P015,Data Analytics Dashboard,Post-Launch Support,eb084cb7,5/27/2024,5/31/2024,Not Started,Ashley Shields
P015,Data Analytics Dashboard,Launch Preparation,1a78ccdb,5/31/2024,6/2/2024,Completed,Ashley Shields
P015,Data Analytics Dashboard,Code Review,c6371472,5/30/2024,6/1/2024,Completed,Ashley Shields
P015,Data Analytics Dashboard,Infrastructure Provisioning,06188e8a,6/2/2024,6/6/2024,In Progress,Kelly Chase
P015,Data Analytics Dashboard,Database Setup,ada44da0,6/3/2024,6/6/2024,Delayed,Jennifer Parker
P015,Data Analytics Dashboard,API Integration,fa1cdbd6,6/6/2024,6/10/2024,Completed,Andrea Simmons MD
P015,Data Analytics Dashboard,UAT Sign-off,16d4bfe3,6/10/2024,6/16/2024,Not Started,Shawna Thompson
P015,Data Analytics Dashboard,User Testing,df25e838,6/10/2024,6/11/2024,Not Started,Kelly Chase
P015,Data Analytics Dashboard,Code Review,6c1f1976,6/13/2024,6/17/2024,Completed,Travis Hays
P015,Data Analytics Dashboard,User Testing,b6d91eaa,6/16/2024,6/21/2024,Delayed,Angela Murphy
P015,Data Analytics Dashboard,Launch Preparation,424275ce,6/17/2024,6/22/2024,In Progress,Shawna Thompson
P015,Data Analytics Dashboard,UAT Sign-off,4043c67b,6/18/2024,6/25/2024,Completed,Kelly Chase
P015,Data Analytics Dashboard,Infrastructure Provisioning,2df49387,6/22/2024,6/25/2024,Completed,Elizabeth Lopez
P015,Data Analytics Dashboard,Finalize Design,c99db264,6/22/2024,6/25/2024,Completed,Angela Murphy
P015,Data Analytics Dashboard,Finalize Design,f3e58b1f,6/24/2024,6/29/2024,In Progress,Jennifer Parker
P015,Data Analytics Dashboard,Post-Launch Support,845e0569,6/27/2024,6/29/2024,In Progress,Lori Cox
P015,Data Analytics Dashboard,Develop Draft Design,a4d6c871,6/28/2024,6/30/2024,Not Started,Elizabeth Lopez
P015,Data Analytics Dashboard,Sprint Planning,269be930,7/1/2024,7/6/2024,In Progress,Angela Murphy
P015,Data Analytics Dashboard,Quality Assurance,fbc9123d,7/3/2024,7/6/2024,In Progress,Kelly Chase
P015,Data Analytics Dashboard,Bug Fixing,7207e45b,7/3/2024,7/9/2024,Completed,Travis Hays
P015,Data Analytics Dashboard,Integration Testing,71c0de99,7/6/2024,7/9/2024,Delayed,Jennifer Parker
P015,Data Analytics Dashboard,Integration Testing,9e215dd3,7/8/2024,7/13/2024,Completed,Ashley Shields
P015,Data Analytics Dashboard,Post-Launch Support,c4c22b0b,7/9/2024,7/13/2024,Delayed,Lori Cox
P015,Data Analytics Dashboard,Bug Fixing,f7cb7fee,7/14/2024,7/17/2024,In Progress,Elizabeth Lopez
P015,Data Analytics Dashboard,Client Review,e2168e69,7/15/2024,7/21/2024,Completed,Angela Murphy
P015,Data Analytics Dashboard,UAT Sign-off,6a2f560c,7/17/2024,7/24/2024,In Progress,John Campbell
P015,Data Analytics Dashboard,Quality Assurance,8198d69f,7/20/2024,7/23/2024,Not Started,Angela Murphy
P015,Data Analytics Dashboard,Accessibility Compliance,4dc30623,7/19/2024,7/21/2024,Not Started,Shawna Thompson
P015,Data Analytics Dashboard,Stakeholder Feedback,7ada5387,7/21/2024,7/25/2024,In Progress,Angela Murphy
P015,Data Analytics Dashboard,UAT Sign-off,686b063d,7/25/2024,7/26/2024,Completed,Elizabeth Lopez
P015,Data Analytics Dashboard,Develop Draft Design,05ca7f08,7/26/2024,7/31/2024,In Progress,Shawna Thompson
P015,Data Analytics Dashboard,Stakeholder Feedback,45c928f1,7/28/2024,7/29/2024,Not Started,Jennifer Parker
P015,Data Analytics Dashboard,Deployment,d7251bc1,8/1/2024,8/7/2024,Not Started,Jennifer Parker
P016,Customer Portal Development,Quality Assurance,68fa85b3,3/16/2025,3/22/2025,Completed,Andrea Simmons MD
P016,Customer Portal Development,Frontend Development,fc42fad5,3/16/2025,3/21/2025,Delayed,John Campbell
P016,Customer Portal Development,Stakeholder Feedback,eb7cfb6d,3/18/2025,3/20/2025,In Progress,Andrea Simmons MD
P016,Customer Portal Development,Go-Live,29d42267,3/21/2025,3/26/2025,Delayed,Elizabeth Lopez
P016,Customer Portal Development,Documentation,3980c527,3/23/2025,3/30/2025,Completed,Angela Murphy
P016,Customer Portal Development,Database Setup,462a681d,3/26/2025,3/28/2025,Not Started,Elizabeth Lopez
P016,Customer Portal Development,Client Review,c4451376,3/26/2025,3/29/2025,Completed,Angela Murphy
P016,Customer Portal Development,Accessibility Compliance,02498b38,3/27/2025,4/2/2025,Completed,Andrea Simmons MD
P016,Customer Portal Development,Database Setup,1df152ea,3/30/2025,4/3/2025,In Progress,Elizabeth Lopez
P016,Customer Portal Development,Database Setup,d3dc6ef3,3/31/2025,4/7/2025,Completed,Angela Murphy
P016,Customer Portal Development,Frontend Development,4b0e9b17,4/2/2025,4/7/2025,Completed,John Campbell
P016,Customer Portal Development,Post-Launch Support,6fb7d4df,4/7/2025,4/12/2025,Delayed,Shawna Thompson
P016,Customer Portal Development,Accessibility Compliance,78fc0428,4/9/2025,4/15/2025,Not Started,Travis Hays
P016,Customer Portal Development,User Testing,0efd0e19,4/8/2025,4/15/2025,Completed,Lori Cox
P016,Customer Portal Development,Launch Preparation,2922fbcf,4/10/2025,4/12/2025,Completed,Angela Murphy
P016,Customer Portal Development,Bug Fixing,f38d1190,4/13/2025,4/16/2025,In Progress,Elizabeth Lopez
P016,Customer Portal Development,Post-Launch Support,0e93fcb4,4/16/2025,4/19/2025,Delayed,Travis Hays
P016,Customer Portal Development,API Integration,64dad558,4/16/2025,4/19/2025,Completed,Jennifer Parker
P016,Customer Portal Development,Frontend Development,9787ada8,4/18/2025,4/23/2025,In Progress,Lori Cox
P016,Customer Portal Development,API Integration,bce8ebf0,4/20/2025,4/25/2025,In Progress,Jennifer Parker
P016,Customer Portal Development,Post-Launch Support,ebae765c,4/24/2025,5/1/2025,Completed,Shawna Thompson
P016,Customer Portal Development,Infrastructure Provisioning,85453f5c,4/26/2025,5/2/2025,Completed,Ashley Shields
P016,Customer Portal Development,Documentation,edda5b74,4/28/2025,5/5/2025,In Progress,Elizabeth Lopez
P016,Customer Portal Development,Client Review,cf21e6be,4/29/2025,5/4/2025,Completed,Travis Hays
P016,Customer Portal Development,Integration Testing,3ab38816,5/3/2025,5/7/2025,Completed,Lori Cox
P016,Customer Portal Development,User Testing,a079c86e,5/2/2025,5/4/2025,In Progress,Jennifer Parker
P016,Customer Portal Development,Finalize Design,e7bd20c4,5/5/2025,5/12/2025,In Progress,Jennifer Parker
P016,Customer Portal Development,Bug Fixing,7b3a850d,5/6/2025,5/10/2025,Delayed,Ashley Shields
P016,Customer Portal Development,Accessibility Compliance,19b0fa52,5/8/2025,5/15/2025,In Progress,Elizabeth Lopez
P016,Customer Portal Development,Post-Launch Support,ad8f78b8,5/13/2025,5/16/2025,Completed,Travis Hays
P016,Customer Portal Development,Submit for Approval,f8e9ee44,5/13/2025,5/20/2025,Delayed,John Campbell
P016,Customer Portal Development,Post-Launch Support,f0004836,5/16/2025,5/18/2025,Completed,Elizabeth Lopez
P016,Customer Portal Development,Launch Preparation,48be82f1,5/16/2025,5/18/2025,In Progress,Lori Cox
P016,Customer Portal Development,User Testing,599d562e,5/19/2025,5/22/2025,In Progress,Kelly Chase
P016,Customer Portal Development,Deployment,0823e8c1,5/21/2025,5/22/2025,Delayed,Ashley Shields
P017,Cross-Platform App,Develop Draft Design,4e511ff2,11/3/2024,11/5/2024,Completed,Elizabeth Lopez
P017,Cross-Platform App,Code Review,10e01103,11/4/2024,11/6/2024,Completed,John Campbell
P017,Cross-Platform App,Infrastructure Provisioning,b778765d,11/8/2024,11/11/2024,In Progress,Jennifer Parker
P017,Cross-Platform App,Quality Assurance,6cb1e58f,11/9/2024,11/14/2024,Not Started,Ashley Shields
P017,Cross-Platform App,Develop Draft Design,ae539850,11/10/2024,11/15/2024,In Progress,Kelly Chase
P017,Cross-Platform App,Sprint Planning,4bca2f31,11/14/2024,11/16/2024,Not Started,Ashley Shields
P017,Cross-Platform App,Integration Testing,b36c5b90,11/15/2024,11/20/2024,Delayed,Travis Hays
P017,Cross-Platform App,Bug Fixing,3f2272ea,11/17/2024,11/21/2024,Not Started,Lori Cox
P017,Cross-Platform App,Documentation,d5b5c004,11/20/2024,11/24/2024,Delayed,Kelly Chase
P017,Cross-Platform App,Submit for Approval,c340a6f1,11/21/2024,11/25/2024,Not Started,Travis Hays
P017,Cross-Platform App,Frontend Development,7d6ac618,11/22/2024,11/26/2024,Not Started,Jennifer Parker
P017,Cross-Platform App,Develop Draft Design,04d15931,11/25/2024,11/29/2024,Completed,Shawna Thompson
P017,Cross-Platform App,User Testing,f4689c17,11/26/2024,11/27/2024,Completed,Angela Murphy
P017,Cross-Platform App,Deployment,e752834b,11/28/2024,12/2/2024,Completed,Angela Murphy
P018,Payment Gateway Integration,Launch Preparation,006f2770,1/3/2025,1/9/2025,In Progress,Elizabeth Lopez
P018,Payment Gateway Integration,UAT Sign-off,c922977f,1/4/2025,1/10/2025,Not Started,Ashley Shields
P018,Payment Gateway Integration,Accessibility Compliance,8a0449c8,1/9/2025,1/15/2025,Not Started,Lori Cox
P018,Payment Gateway Integration,Finalize Design,82f1e613,1/11/2025,1/16/2025,Completed,Lori Cox
P018,Payment Gateway Integration,Infrastructure Provisioning,0a215062,1/12/2025,1/17/2025,Not Started,Ashley Shields
P018,Payment Gateway Integration,Post-Launch Support,2576238d,1/15/2025,1/22/2025,Delayed,Kelly Chase
P018,Payment Gateway Integration,Infrastructure Provisioning,ac3917cc,1/16/2025,1/22/2025,Delayed,Angela Murphy
P018,Payment Gateway Integration,Accessibility Compliance,4bf663a8,1/18/2025,1/23/2025,Completed,Jennifer Parker
P018,Payment Gateway Integration,Documentation,2e49e15a,1/18/2025,1/25/2025,Not Started,Andrea Simmons MD
P018,Payment Gateway Integration,API Integration,6750c702,1/20/2025,1/24/2025,Delayed,Travis Hays
P018,Payment Gateway Integration,Go-Live,9f4bf252,1/25/2025,1/29/2025,Delayed,Elizabeth Lopez
P018,Payment Gateway Integration,Database Setup,dec7f049,1/24/2025,1/26/2025,Completed,Lori Cox
P018,Payment Gateway Integration,Develop Draft Design,036e5d2e,1/29/2025,2/2/2025,In Progress,Shawna Thompson
P018,Payment Gateway Integration,Sprint Planning,3320ee61,1/31/2025,2/4/2025,Not Started,John Campbell
P018,Payment Gateway Integration,Sprint Planning,92b5a0d1,2/2/2025,2/8/2025,Delayed,Angela Murphy
P018,Payment Gateway Integration,Database Setup,088f46e0,2/2/2025,2/7/2025,Not Started,Andrea Simmons MD
P018,Payment Gateway Integration,Security Audit,e93cc334,2/5/2025,2/9/2025,Delayed,John Campbell
P018,Payment Gateway Integration,Sprint Planning,dc23679a,2/7/2025,2/14/2025,Completed,Travis Hays
P018,Payment Gateway Integration,User Testing,77e3d0bb,2/7/2025,2/8/2025,Not Started,Lori Cox
P018,Payment Gateway Integration,Database Setup,c17f6f33,2/11/2025,2/14/2025,Not Started,Travis Hays
P018,Payment Gateway Integration,UAT Sign-off,53c86cab,2/14/2025,2/15/2025,Delayed,Travis Hays
P018,Payment Gateway Integration,Post-Launch Support,3a403b2f,2/15/2025,2/19/2025,Completed,Elizabeth Lopez
P018,Payment Gateway Integration,Launch Preparation,1fb1c6fe,2/16/2025,2/18/2025,In Progress,Shawna Thompson
P018,Payment Gateway Integration,Documentation,01391d13,2/17/2025,2/23/2025,Not Started,Shawna Thompson
P018,Payment Gateway Integration,Quality Assurance,acf82d16,2/19/2025,2/22/2025,In Progress,Elizabeth Lopez
P018,Payment Gateway Integration,Database Setup,7abfa092,2/23/2025,2/24/2025,Delayed,Andrea Simmons MD
P018,Payment Gateway Integration,Quality Assurance,b18b3f3d,2/26/2025,3/1/2025,Not Started,Angela Murphy
P018,Payment Gateway Integration,Finalize Design,a483694c,2/25/2025,2/28/2025,Delayed,John Campbell
P018,Payment Gateway Integration,Accessibility Compliance,7ce912e6,3/2/2025,3/5/2025,Not Started,Angela Murphy
P018,Payment Gateway Integration,Infrastructure Provisioning,c9eb06e1,3/1/2025,3/7/2025,In Progress,Travis Hays
P018,Payment Gateway Integration,Finalize Design,f0cafb8e,3/6/2025,3/11/2025,Completed,Lori Cox
P018,Payment Gateway Integration,Infrastructure Provisioning,6136b78d,3/7/2025,3/10/2025,Delayed,Kelly Chase
P018,Payment Gateway Integration,Code Review,792237b7,3/10/2025,3/16/2025,Not Started,Jennifer Parker
P018,Payment Gateway Integration,Performance Testing,5b1a86a2,3/10/2025,3/13/2025,Completed,Elizabeth Lopez
P018,Payment Gateway Integration,Performance Testing,eb8dbabb,3/13/2025,3/18/2025,Delayed,Kelly Chase
P018,Payment Gateway Integration,Integration Testing,8a33965e,3/13/2025,3/19/2025,Not Started,John Campbell
P018,Payment Gateway Integration,Launch Preparation,58a15a90,3/17/2025,3/20/2025,Not Started,John Campbell
P018,Payment Gateway Integration,API Integration,9a3f2d2b,3/20/2025,3/24/2025,In Progress,Travis Hays
P018,Payment Gateway Integration,Go-Live,23b380d4,3/19/2025,3/25/2025,Completed,Jennifer Parker
P018,Payment Gateway Integration,Sprint Planning,d3959f22,3/23/2025,3/27/2025,Completed,Kelly Chase
P018,Payment Gateway Integration,Go-Live,fae94610,3/26/2025,3/30/2025,Completed,John Campbell
P018,Payment Gateway Integration,Post-Launch Support,71ddb831,3/28/2025,4/3/2025,In Progress,Elizabeth Lopez
P018,Payment Gateway Integration,Code Review,934a69ac,3/28/2025,4/2/2025,Delayed,Kelly Chase
P018,Payment Gateway Integration,Client Review,da106341,4/1/2025,4/4/2025,Delayed,John Campbell
P018,Payment Gateway Integration,Bug Fixing,1fd2076c,3/31/2025,4/5/2025,In Progress,Travis Hays
P018,Payment Gateway Integration,Client Review,7e5bff59,4/5/2025,4/7/2025,In Progress,Lori Cox
P018,Payment Gateway Integration,Code Review,2c8af583,4/6/2025,4/13/2025,Delayed,Andrea Simmons MD
P018,Payment Gateway Integration,Deployment,931abf1f,4/8/2025,4/15/2025,Not Started,Kelly Chase
P019,Search Engine Optimization,Backend Development,9b0b6d4b,10/1/2024,10/6/2024,Completed,Angela Murphy
P019,Search Engine Optimization,Frontend Development,e0d001ab,10/3/2024,10/5/2024,Not Started,Travis Hays
P019,Search Engine Optimization,Quality Assurance,14817b3d,10/7/2024,10/14/2024,Delayed,Kelly Chase
P019,Search Engine Optimization,UAT Sign-off,0f25fcd1,10/10/2024,10/12/2024,In Progress,Ashley Shields
P019,Search Engine Optimization,Finalize Design,72c9b6b3,10/10/2024,10/12/2024,Completed,Angela Murphy
P019,Search Engine Optimization,Finalize Design,4914613e,10/14/2024,10/17/2024,Not Started,Angela Murphy
P019,Search Engine Optimization,Client Review,bbd7816a,10/15/2024,10/21/2024,Not Started,Travis Hays
P019,Search Engine Optimization,Develop Draft Design,794c43d3,10/18/2024,10/22/2024,In Progress,Shawna Thompson
P019,Search Engine Optimization,Performance Testing,83b858f1,10/18/2024,10/21/2024,Delayed,Travis Hays
P019,Search Engine Optimization,Frontend Development,fe9d47b8,10/21/2024,10/22/2024,Not Started,Elizabeth Lopez
P019,Search Engine Optimization,Code Review,71b563ac,10/22/2024,10/25/2024,Delayed,Shawna Thompson
P019,Search Engine Optimization,Post-Launch Support,52640c5a,10/25/2024,11/1/2024,Not Started,Jennifer Parker
P019,Search Engine Optimization,Infrastructure Provisioning,62e66bdb,10/26/2024,11/2/2024,Delayed,Andrea Simmons MD
P019,Search Engine Optimization,Documentation,44189318,10/27/2024,10/31/2024,Completed,Shawna Thompson
P019,Search Engine Optimization,Finalize Design,8ac4955e,10/29/2024,11/5/2024,In Progress,Shawna Thompson
P019,Search Engine Optimization,Backend Development,710e5723,11/1/2024,11/8/2024,In Progress,Angela Murphy
P019,Search Engine Optimization,Develop Draft Design,cd82a2cb,11/4/2024,11/11/2024,Delayed,Elizabeth Lopez
P019,Search Engine Optimization,Performance Testing,8d5cd1ef,11/6/2024,11/13/2024,Not Started,Angela Murphy
P019,Search Engine Optimization,Backend Development,549d7430,11/9/2024,11/15/2024,Delayed,Travis Hays
P019,Search Engine Optimization,Security Audit,216ae924,11/11/2024,11/18/2024,Not Started,Lori Cox
P019,Search Engine Optimization,Sprint Planning,67ea91c7,11/12/2024,11/17/2024,Not Started,Travis Hays
P019,Search Engine Optimization,Submit for Approval,b87243ec,11/15/2024,11/20/2024,Completed,Angela Murphy
P019,Search Engine Optimization,Launch Preparation,0c391b53,11/14/2024,11/21/2024,Not Started,Lori Cox
P019,Search Engine Optimization,Performance Testing,26016073,11/19/2024,11/26/2024,In Progress,Elizabeth Lopez
P019,Search Engine Optimization,Submit for Approval,23d16431,11/21/2024,11/23/2024,Completed,Travis Hays
P019,Search Engine Optimization,Documentation,00ebf2f1,11/20/2024,11/21/2024,In Progress,Kelly Chase
P019,Search Engine Optimization,Frontend Development,9547e6d1,11/23/2024,11/30/2024,Delayed,Travis Hays
P019,Search Engine Optimization,Frontend Development,053ee490,11/27/2024,12/1/2024,In Progress,Shawna Thompson
P019,Search Engine Optimization,Submit for Approval,9a411b1b,11/27/2024,12/3/2024,Completed,Shawna Thompson
P019,Search Engine Optimization,Go-Live,69c9821c,11/29/2024,11/30/2024,Delayed,Travis Hays
P019,Search Engine Optimization,Documentation,4e48283c,12/1/2024,12/5/2024,Delayed,John Campbell
P019,Search Engine Optimization,Sprint Planning,26fe2c6d,12/3/2024,12/4/2024,Not Started,Jennifer Parker
P019,Search Engine Optimization,Documentation,8ce77726,12/5/2024,12/6/2024,Delayed,Kelly Chase
P019,Search Engine Optimization,Database Setup,551fb469,12/8/2024,12/14/2024,In Progress,Elizabeth Lopez
P019,Search Engine Optimization,API Integration,4ed0b8d8,12/11/2024,12/16/2024,Delayed,John Campbell
P019,Search Engine Optimization,Deployment,96bc6f7c,12/12/2024,12/14/2024,Not Started,Travis Hays
P020,CRM Integration,Go-Live,09beed4e,1/2/2025,1/9/2025,In Progress,Elizabeth Lopez
P020,CRM Integration,User Testing,05ea15b4,1/3/2025,1/6/2025,In Progress,John Campbell
P020,CRM Integration,UAT Sign-off,bea5dc70,1/6/2025,1/8/2025,Completed,John Campbell
